FICHA DE ESPECIFICACIONES TECNICAS   ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HOJA DE MEDIDAS DE MOLDE  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE GENERACION:;;8/05/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE ACTUALIZACION:;;;;;;;;;;;;;;;;;;;;;;;;;MOLDE ;;;;;;;
CLIENTE:;;LACOSTE;;;;;;;;;ESTILO PROPIO 1:;;;;;;01720-P3;;;;;;;;ENCOGIMIENTO;;;;MOLDE;;;
ESTILO CLIENTE:;;L1264;;;;;;;;;ESTILO PROPIO 2:;;;;;;;;;;;;;;HILO;;;;2.0%;;;
SILUETA:;;REGULAR;;;;;;;;;TEMPORADA:;;;;;;SS'23;;;;;;;;TRAVEZ;;;;3.0%;;;
DIVISION:;;MENS;;;;;;;;;TALLAS:;;;;;;2-3-4-5-6-7-8-9-10-11;;;;;;;;LARG.DE MANGA;;;;2.0%;;;
TIPO MUESTRA:;;PRODUCCIÓN ;;;;;;;;;MEDIDA :;;;;;;CENTIMETROS;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;MARGEN DE RECORTES;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;UNION DE HOMBROS;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;PEGADO DE MANGA;;;;0.50;;;
;;;;;;;; ;;         ;;;;;;;;;;;;;;;CERRADO DE COSTADOS;;;;0.50;;;
;;;;;;;;;;;;;;;;;;;;;;;;;BASTA DE FALDON ;;;;0.70;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COD.;DESCRIPCIÓN;;P/C;CRITICA;MARGEN (1);MARGEN (2);2;;3;;4;;5;;6;;7;;8;;9;;10;;11;;;;;;;
A;ABERTURA DE ESCOTE ESPALDA;;P;CRITICA;;;17.1;;17.1;;18.1;;18.1;;19.1;;19.1;;20.1;;20.1;;21.1;;21.1;;;;;;;
B;CAIDA DE ESCOTE ESPALDA;;P;CRITICA;;;2.6;;2.6;;2.8;;2.8;;3.0;;3.0;;3.4;;3.4;;3.8;;3.8;;;;;;;
